close,high,low,open,year,day
94526.07,94823.09,94379.35,94588.12,2024,27
94437.75,94674.5,94200.0,94526.07,2024,27
94299.03,94526.09,94100.6,94437.75,2024,27
94398.75,94544.35,94243.32,94299.03,2024,28
94556.93,94615.24,94135.66,94398.75,2024,28
94338.0,94619.0,94276.01,94556.92,2024,28
94594.91,94720.0,94335.88,94338.0,2024,28
94524.0,94643.87,94511.71,94594.91,2024,28
94625.64,94800.0,94523.99,94524.0,2024,28
94466.49,94724.88,94405.28,94625.64,2024,28
94381.99,94634.25,94307.0,94466.49,2024,28
94488.01,94539.43,94312.67,94381.98,2024,28
94589.27,94692.3,94488.01,94488.01,2024,28
94619.99,94716.06,94502.21,94589.28,2024,28
94754.83,94883.0,94600.0,94620.0,2024,28
94599.57,94880.0,94577.66,94754.83,2024,28
94665.94,94761.33,94496.73,94599.56,2024,28
94583.99,95340.36,94411.76,94665.29,2024,28
94447.29,94819.57,94375.8,94583.99,2024,28
94874.89,94923.06,94389.45,94447.28,2024,28
95022.57,95245.24,94810.51,94874.89,2024,28
94837.31,95100.0,94715.16,95022.58,2024,28
95027.76,95138.05,94837.3,94837.31,2024,28
95083.05,95151.13,94878.26,95027.75,2024,28
95171.67,95223.72,94968.86,95083.05,2024,28
95326.4,95733.99,95047.11,95171.67,2024,28
95300.0,95408.9,95112.43,95326.4,2024,28
95148.49,95340.0,95042.6,95300.0,2024,29
94857.65,95210.22,94808.0,95148.49,2024,29
95154.5,95211.88,94851.25,94857.66,2024,29
95172.4,95221.69,94978.33,95154.5,2024,29
95126.39,95283.99,95063.4,95172.41,2024,29
95118.89,95199.97,95071.21,95126.39,2024,29
95181.7,95212.0,94971.44,95118.89,2024,29
95272.04,95272.05,95076.68,95181.7,2024,29
95123.33,95315.5,95078.5,95272.05,2024,29
95190.49,95211.41,95048.3,95123.33,2024,29
95167.83,95278.85,95102.76,95190.5,2024,29
95032.57,95183.61,95010.0,95167.83,2024,29
94907.89,95130.24,94900.82,95032.58,2024,29
94928.2,95015.18,94800.0,94907.88,2024,29
94623.67,95231.58,94010.0,94928.2,2024,29
94511.12,94794.79,94404.9,94623.68,2024,29
93900.01,94578.89,93600.0,94511.11,2024,29
93945.01,94117.5,93800.37,93900.01,2024,29
93652.0,93945.01,93600.0,93945.0,2024,29
93612.89,93880.0,93367.52,93652.0,2024,29
93858.55,93880.0,93345.0,93612.89,2024,29
93352.65,93949.52,93121.0,93858.55,2024,29
93135.32,93770.41,93087.97,93352.65,2024,29
93738.2,93871.02,93009.52,93135.32,2024,29
93583.96,93908.24,93500.0,93738.19,2024,30
93948.42,94274.29,93368.93,93583.96,2024,30
93906.41,93973.61,93413.72,93948.41,2024,30
93722.71,94080.0,93639.87,93906.41,2024,30
93280.26,93979.45,93264.14,93722.72,2024,30
93581.53,93581.53,93240.03,93280.27,2024,30
93901.29,94060.35,93517.38,93581.53,2024,30
93731.65,93947.99,93319.99,93901.29,2024,30
93851.11,93967.21,93723.29,93731.66,2024,30
93892.35,94023.84,93686.68,93851.1,2024,30
93793.27,94068.56,93730.95,93892.35,2024,30
93923.14,93953.09,93469.56,93793.27,2024,30
93750.69,94277.23,93722.06,93923.14,2024,30
92680.52,93820.9,92613.0,93750.68,2024,30
91883.99,93120.0,91820.46,92680.52,2024,30
92130.21,92473.32,91530.45,91884.0,2024,30
92120.6,92227.17,91800.0,92130.21,2024,30
93832.83,94200.0,91980.53,92120.6,2024,30
94583.99,94684.09,93570.0,93832.82,2024,30
94417.04,94622.75,93939.29,94583.98,2024,30
94338.8,95024.5,94296.75,94417.04,2024,30
92076.0,94376.3,91901.57,94338.8,2024,30
92784.75,93027.69,91948.0,92076.0,2024,30
92792.05,92893.4,92389.28,92784.76,2024,30
92450.0,92907.03,92375.15,92792.05,2024,31
92435.57,92575.76,92033.73,92450.0,2024,31
92476.35,92702.43,92303.21,92435.73,2024,31
92509.59,92654.74,92250.0,92476.35,2024,31
92448.0,92832.29,92344.07,92509.6,2024,31
92596.08,92750.0,92357.71,92448.0,2024,31
92816.0,93040.1,92568.5,92596.08,2024,31
92860.75,92910.03,92770.0,92816.0,2024,31
93933.38,94741.68,92842.88,92860.75,2024,31
94023.88,94151.52,93831.24,93933.38,2024,31
94113.69,94271.29,93664.06,94023.88,2024,31
94232.68,94285.12,93984.0,94113.69,2024,31
94539.85,94958.85,94232.67,94232.68,2024,31
95587.12,96054.79,94524.43,94539.86,2024,31
95679.17,96250.0,95372.35,95587.12,2024,31
95412.0,95982.62,94909.12,95679.17,2024,31
94868.42,95590.52,94606.4,95412.0,2024,31
94120.94,95047.71,93189.59,94868.41,2024,31
93875.68,94416.72,93779.8,94120.92,2024,31
94166.88,94290.91,93712.45,93875.69,2024,31
93564.04,94222.5,93450.17,94166.88,2024,31
93899.68,93964.15,93504.67,93564.01,2024,31
93488.84,93899.67,93375.58,93899.67,2024,31
93576.0,93756.0,93375.38,93488.83,2024,31
94401.14,94509.42,93489.03,93576.0,2025,1
93607.74,94408.72,93578.77,94401.13,2025,1
94098.91,94105.12,93594.56,93607.74,2025,1
93838.04,94098.91,93728.22,94098.9,2025,1
93553.91,93838.04,93500.0,93838.04,2025,1
93792.02,93937.19,93547.4,93553.91,2025,1
93757.58,93792.02,93568.38,93792.02,2025,1
93684.1,93800.0,93664.08,93757.57,2025,1
93428.46,93756.02,93304.0,93684.11,2025,1
93413.06,93486.29,92888.0,93428.47,2025,1
93326.23,93536.75,93284.0,93413.07,2025,1
93444.64,93705.08,93200.0,93326.24,2025,1
93820.76,93972.0,93407.07,93444.65,2025,1
94031.76,94058.79,93600.28,93820.75,2025,1
94175.89,94450.85,93671.48,94031.77,2025,1
94432.94,94500.0,93900.0,94175.89,2025,1
94090.49,94492.0,93922.0,94432.94,2025,1
94143.85,94189.16,93760.93,94090.5,2025,1
94340.06,94380.44,93936.44,94143.84,2025,1
94627.07,94823.75,94148.34,94340.06,2025,1
94786.23,94852.7,94579.83,94627.08,2025,1
94978.48,95151.15,94687.87,94786.23,2025,1
94802.98,94997.32,94685.81,94978.48,2025,1
94591.79,94952.29,94542.0,94802.99,2025,1
95128.59,95381.7,94392.0,94591.78,2025,2
94862.72,95516.0,94699.69,95128.59,2025,2
95234.36,95234.37,94803.03,94862.73,2025,2
95010.33,95299.24,94913.75,95234.37,2025,2
95708.07,96000.0,94984.84,95010.34,2025,2
95596.48,95800.0,95395.21,95708.07,2025,2
95574.99,95697.01,95380.04,95596.48,2025,2
95822.0,95880.0,95505.35,95575.0,2025,2
96150.0,96211.54,95640.05,95822.01,2025,2
96755.51,96799.86,96036.86,96150.0,2025,2
96708.0,96808.37,96538.77,96755.51,2025,2
96732.99,96876.38,96469.46,96708.0,2025,2
96850.01,96895.0,96609.42,96733.0,2025,2
96458.17,96988.05,96436.0,96850.01,2025,2
97256.49,97440.91,95924.6,96458.17,2025,2
96455.01,97323.16,96164.78,97256.48,2025,2
97229.74,97650.0,96040.04,96455.01,2025,2
96757.57,97591.84,96325.44,97229.75,2025,2
97319.74,97350.0,96400.0,96757.57,2025,2
97317.74,97777.0,97200.0,97319.74,2025,2
97306.46,97839.5,97300.0,97317.74,2025,2
97212.68,97355.77,97040.16,97306.46,2025,2
96911.04,97212.69,96666.66,97212.69,2025,2
96984.79,97077.78,96758.17,96911.04,2025,2
96825.82,97080.96,96796.56,96984.79,2025,3
96985.47,97000.0,96650.0,96825.83,2025,3
