close,high,low,ema_5,open,ma_5,ema_10,ma_10,ma_20,lower_band,upper_band
97304.07,97838.98,96839.4,97281.08277794733,97106.02,97122.178,97686.63955675688,97249.088,99161.69,94762.64697419267,103560.73302580733
96734.32,97491.95,96672.47,97098.82851863156,97304.07,97019.39800000002,97513.49054643745,97202.548,98907.60650000001,94567.44761481111,103247.7653851889
97281.37,97303.99,96374.03,97159.67567908771,96734.33,97211.674,97471.28681072155,97289.731,98651.208,94584.82839235173,102717.58760764827
97832.53,98233.0,97276.5,97383.96045272515,97281.38,97251.662,97536.96739059035,97331.21800000001,98420.33499999999,94757.81366740342,102082.85633259657
95473.74,97864.91,95300.0,96747.22030181678,97832.52,96925.206,97161.83513775573,97039.47099999999,98094.622,94613.8717389178,101575.3722610822
94811.85,95738.79,94682.27,96102.09686787786,95473.74,96426.762,96734.56511270923,96774.47,97737.5925,94464.29905759073,101010.88594240927
94359.53,95114.71,94000.0,95521.2412452519,94811.85,95951.804,96302.74054676208,96485.601,97408.44850000001,94168.3259259233,100648.57107407672
92723.98,94749.92,92612.1,94588.82083016794,94359.54,95040.326,95652.05681098715,96126.0,97010.6545,93517.96488647905,100503.34411352096
93941.75,94244.0,92232.54,94373.1305534453,92723.99,94262.17000000001,95341.09193626221,95756.916,96671.927,93384.42840296331,99959.42559703668
95204.0,95803.57,93581.32,94650.0870356302,93941.74,94208.222,95316.16612966909,95566.714,96489.334,93308.64338889149,99670.02461110851
95627.99,96235.29,94745.87,94976.05469042013,95204.0,94371.45,95372.86137882016,95399.106,96324.09700000001,93340.61864227866,99307.57535772136
96991.62,97572.0,95608.01,95647.90979361342,95628.0,94897.86799999999,95667.18112812558,95424.83600000001,96313.69200000001,93341.64199637907,99285.74200362095
96727.99,97700.0,96300.0,96007.93652907563,96991.63,95698.67,95860.05546846638,95369.498,96329.6145,93351.99548341412,99307.23351658587
97206.59,97375.45,96427.0,96407.48768605042,96728.0,96351.638,96104.87992874521,95306.90400000001,96319.061,93356.2196617974,99281.9023382026
96993.58,97308.39,96602.69,96602.85179070028,97206.6,96709.554,96266.46175988244,95458.888,96249.1795,93429.6594699133,99068.6995300867
97116.0,97748.0,96840.0,96773.9011938002,96992.26,97007.156,96420.92325808563,95689.303,96231.88650000001,93439.57202791038,99024.20097208963
96451.88,97232.0,96422.06,96666.5607958668,97116.0,96899.20800000001,96426.55175661552,95898.538,96192.0695,93438.33133202062,98945.80766797937
96623.29,96647.36,95393.84,96652.13719724453,96451.88,96878.26800000001,96462.32234632179,96288.46900000001,96207.23449999999,93447.1967834276,98967.27221657238
97463.93,97513.0,96451.03,96922.73479816303,96623.29,96929.736,96644.43282880873,96640.687,96198.8015,93456.12467064455,98941.47832935545
97805.44,97816.44,97389.38,97216.96986544202,97463.93,97092.108,96855.52504175258,96900.831,96233.77249999999,93425.3417956661,99042.20320433388
97525.77,97813.59,97216.32,97319.90324362802,97805.44,97174.062,96977.38776143393,97090.60900000001,96244.8575,93416.95674960264,99072.75825039735
97357.23,97668.68,97198.76,97332.34549575203,97525.77,97355.13200000001,97046.44998662775,97127.17,96276.003,93411.91479923337,99140.09120076662
97396.0,97610.54,97188.09,97353.56366383469,97357.23,97509.674,97110.0045345136,97193.97099999999,96281.73449999999,93408.73023060257,99154.73876939742
97487.46,97487.47,97244.0,97398.19577588979,97396.0,97514.38,97178.63280096566,97222.05799999999,96264.481,93426.76201572406,99102.19998427594
97588.0,97643.0,97378.5,97461.4638505932,97487.47,97470.89199999999,97253.06320079009,97281.5,96370.194,93499.1769655652,99241.2110344348
98691.98,98692.0,97541.06,97871.63590039546,97588.0,97704.13399999999,97514.68443701007,97439.098,96564.2005,93613.28652477183,99515.11447522818
98726.76,98837.49,98318.6,98156.67726693032,98691.98,97978.04,97735.06181209916,97666.586,96782.562,93872.50865241482,99692.61534758519
99040.0,99540.61,98500.0,98451.11817795355,98726.76,98306.84,97972.3233008084,97908.257,97098.363,94720.64703056915,99476.07896943085
98650.0,99187.95,98438.01,98517.41211863571,99040.0,98539.348,98095.53724611596,98026.864,97333.7755,95376.9104618392,99290.6405381608
98565.82,98686.77,98296.01,98533.54807909048,98650.0,98734.91200000001,98181.04320136759,98102.902,97501.86649999999,95748.30339186864,99255.42960813134
98131.22,98649.9,98043.12,98399.43871939366,98565.82,98622.76,98171.98443748258,98163.447,97627.028,96093.02486773724,99161.03113226277
98262.08,98424.77,97800.0,98353.65247959577,98131.22,98529.82400000001,98188.36544884938,98253.932,97690.551,96162.12691086548,99218.97508913453
97131.99,98283.95,97105.26,97946.43165306386,98262.08,98148.222,97996.29718542221,98227.531,97710.751,96225.8312364989,99195.67076350111
97344.54,97500.48,96398.39,97745.80110204258,97132.0,97887.12999999999,97877.7958789818,98213.239,97717.6485,96241.33249355928,99193.96450644071
97083.11,97755.35,97069.4,97524.9040680284,97344.02,97590.58799999999,97733.30753734874,98162.75,97722.125,96254.5361682303,99189.7138317697
97527.97,97719.86,97070.28,97525.92604535227,97083.11,97469.938,97695.97343964897,98046.349,97742.7235,96299.59434611638,99185.8526538836
97292.0,97718.8,96951.41,97447.95069690152,97527.96,97275.92199999999,97622.52372334915,97902.87299999999,97784.7295,96455.3815801942,99114.0774198058
97595.28,97695.8,97035.58,97497.06046460102,97292.0,97368.58,97617.57031910383,97758.401,97833.329,96616.45213823052,99050.20586176947
97400.01,97723.18,97287.87,97464.71030973402,97595.29,97379.674,97578.01389744859,97633.402,97830.133,96608.84337913866,99051.42262086134
97269.03,97436.69,96819.36,97399.48353982269,97400.01,97416.85800000001,97521.83500700339,97503.723,97803.3125,96556.44740759998,99050.17759240002
97456.91,98057.51,97224.83,97418.62569321513,97269.03,97402.646,97510.0304602755,97436.292,97799.8695,96549.40243599324,99050.33656400676
96892.0,97577.99,96539.91,97243.08379547676,97456.92,97322.646,97397.66128567996,97299.28400000001,97776.60800000001,96475.20003566923,99078.01596433079
97147.46,97399.99,96624.0,97211.20919698452,96892.0,97233.082,97352.17014282905,97300.831,97764.18100000001,96442.87590949911,99085.48609050091
97291.99,97313.26,96900.0,97238.13613132302,97147.46,97211.478,97341.22829867831,97295.576,97754.4075,96421.64200730469,99087.17299269531
97253.01,97448.08,97052.0,97243.09408754868,97292.0,97208.274,97325.18860800951,97312.566,97737.658,96387.7768816545,99087.53911834549
97060.01,97432.69,96720.0,97182.0660583658,97253.01,97128.894,97276.97431564415,97265.76999999999,97656.0595,96352.56941257384,98959.54958742617
96719.99,97236.18,96613.18,97028.04070557721,97060.0,97094.492,97175.70444007248,97208.56899999999,97555.72099999999,96290.88227971552,98820.55972028447
96994.37,97320.0,96549.37,97016.81713705148,96719.99,97063.874,97142.73454187748,97148.478,97453.43950000001,96377.19540862078,98529.68359137923
96076.01,97071.97,96072.0,96703.21475803433,96994.37,96820.678,96948.78462517247,97016.07800000001,97324.73999999999,96235.4413210915,98414.03867890849
96156.19,96409.64,95890.28,96520.8731720229,96076.01,96601.314,96804.67651150475,96904.794,97204.25850000001,96160.8704099531,98247.64659004692
96739.99,96749.99,96112.0,96593.91211468194,96156.19,96537.31,96792.91532759479,96833.102,97134.69700000001,96168.89867435808,98100.49532564195
96210.24,96847.99,96080.0,96466.02140978797,96740.0,96435.36,96686.9743589412,96764.926,97032.10500000001,96137.23466249555,97926.97533750447
96534.5,96689.55,96196.85,96488.84760652532,96210.25,96343.386,96659.2517482246,96703.63,97002.2305,96081.87011494649,97922.59088505352
96940.27,97256.02,96333.5,96639.32173768355,96534.51,96516.238,96710.34597582012,96668.45800000001,96982.017,96075.66026990328,97888.37373009673
97009.03,97351.57,96852.0,96762.55782512238,96940.27,96686.80600000001,96764.65216203465,96644.06,96978.313,96073.09101552266,97883.53498447733
97101.28,97334.25,96988.0,96875.46521674826,97009.03,96759.064,96825.85722348289,96648.187,96956.9785,96086.86993529821,97827.08706470179
96987.61,97300.0,96836.36,96912.84681116551,97101.29,96914.538,96855.26681921326,96674.949,96941.75899999999,96085.79065786896,97797.72734213102
96976.0,97250.0,96850.0,96933.89787411035,96987.61,97002.838,96877.21830662902,96673.112,96910.795,96111.43394914817,97710.15605085183
95363.44,97044.02,95254.77,96410.41191607357,96976.0,96687.472,96601.98588724193,96601.85500000001,96808.9665,95784.76039026942,97833.17260973057
95377.72,95660.8,95109.13,96066.18127738239,95363.44,96361.20999999999,96379.39208956157,96524.008,96714.401,95532.01298984342,97896.78901015657
95715.09,95888.09,95200.0,95949.15085158826,95377.71,96083.972,96258.60989145946,96421.51800000001,96627.31,95418.8919218421,97835.72807815789
95612.19,95854.54,95457.62,95836.83056772551,95715.09,95808.888,96141.07900210319,96361.713,96563.3195,95280.65657658972,97845.98242341027
95955.22,96444.45,95371.96,95876.29371181701,95612.18,95604.732,96107.28645626624,96303.785,96503.70749999999,95224.53771175828,97782.8772882417
94836.55,96152.0,94700.0,95529.71247454468,95955.23,95499.354,95876.24346421783,96093.41300000002,96380.93549999999,94957.1619040653,97804.70909593468
95592.49,95624.0,94424.0,95550.63831636313,94836.55,95542.30799999999,95824.65192526912,95951.759,96297.9095,94894.7446945328,97701.07430546719
95203.11,95740.0,95069.03,95434.7955442421,95592.49,95439.91200000001,95711.6443024929,95761.94200000001,96205.06450000001,94768.87624219773,97641.25275780229
95547.41,95640.0,94250.35,95472.3336961614,95203.1,95426.956,95681.78352022146,95617.92199999999,96146.43549999999,94703.03758212607,97589.83341787392
95186.27,95824.0,95024.0,95376.97913077427,95547.42,95273.166,95591.69015290846,95438.949,96056.0305,94609.7574712604,97502.30352873959
94390.84,95410.77,94333.33,95048.26608718286,95186.28,95184.024,95373.35376147056,95341.689,95971.77200000001,94345.27610395406,97598.26789604596
94449.99,95130.01,93771.37,94848.84072478858,94390.83,94955.524,95205.46944120317,95248.916,95886.462,94127.13636309981,97645.78763690019
94723.96,94786.45,93700.42,94807.21381652573,94450.0,94859.694,95117.92227007533,95149.803,95785.6605,94001.40132515828,97569.91967484172
96025.15,96043.99,94610.76,95213.19254435049,94723.96,94955.242,95282.87276642527,95191.099,95776.40599999999,93999.51436940533,97553.29763059465
95832.03,96509.98,95644.0,95419.47169623367,96025.15,95084.394,95382.71953616611,95178.78,95741.2825,94000.07313932036,97482.49186067964
95608.02,95961.53,95352.21,95482.32113082246,95832.02,95327.83,95423.68325686318,95255.927,95674.67,94027.18125426496,97322.15874573504
94824.83,95650.76,94705.07,95263.15742054832,95608.01,95402.79800000001,95314.80084652442,95179.161,95565.45999999999,94003.02492488321,97127.89507511677
95404.01,95579.62,94824.83,95310.10828036556,94824.83,95538.808,95331.02069261088,95199.251,95480.5965,94095.03161529228,96866.16138470772
95503.87,95554.88,95036.77,95374.69552024371,95404.01,95434.552,95362.4478394089,95194.89700000001,95406.4095,94215.3568489492,96597.46215105079
96013.72,96167.98,95493.22,95587.70368016248,95503.87,95470.89,95480.86095951637,95277.642,95358.29550000001,94374.50122868622,96342.0897713138
96392.39,96445.17,95962.26,95855.93245344165,96013.72,95627.764,95646.59351233157,95477.79699999999,95409.743,94322.62405398702,96496.86194601298
95932.42,96538.92,95819.79,95881.42830229444,96392.4,95849.28199999999,95698.56196463491,95626.04,95437.478,94325.77354452758,96549.18245547243
96305.0,96423.0,95864.8,96022.6188681963,95932.41,96029.48000000001,95808.82342561038,95784.144,95466.9735,94294.60849575997,96639.33850424002
94924.34,96350.0,94832.93,95656.52591213086,96305.0,95913.574,95648.00825731756,95674.063,95432.581,94238.0059826498,96627.15601735021
94389.67,95621.54,93700.01,95234.24060808725,94924.35,95588.764,95419.21948325982,95529.82699999999,95354.30350000001,94100.23563632456,96608.37136367545
93250.37,94430.89,93107.52,94572.9504053915,94389.67,94960.36,95024.88321357622,95294.062,95274.9945,93718.82317822598,96831.16582177402
93980.61,94260.0,92928.82,94375.50360359433,93250.38,94569.99799999999,94835.01535656236,95209.63999999998,95194.4005,93543.39451623824,96845.40648376176
93364.26,94135.47,93206.79,94038.42240239623,93980.61,93981.85,94567.60529173285,95005.665,95102.458,93259.81010373161,96945.10589626839
92758.55,93747.66,92690.0,93611.79826826416,93364.26,93548.69200000001,94238.68614778141,94731.133,94963.015,92858.63590888219,97067.3940911178
93044.79,93710.03,92702.0,93422.7955121761,92758.54,93279.71599999999,94021.61412091205,94434.24,94855.941,92587.83715563247,97124.04484436754
93186.34,93530.01,92520.0,93343.9770081174,93044.79,93266.91,93869.74609892804,94113.635,94795.71599999999,92414.46869179473,97176.96330820525
93964.01,94305.61,93181.83,93550.65467207826,93186.34,93263.59,93886.88499003203,93916.794,94771.41699999999,92365.5247329188,97177.30926708117
95191.81,95191.81,93911.5,94097.70644805218,93964.01,93629.1,94124.14408275348,93805.47499999999,94794.8095,92381.772866244,97207.846133756
94881.47,95509.09,94683.81,94358.96096536813,95191.8,94053.684,94261.83970407103,93801.188,94737.6255,92394.15013974953,97081.10086025046
94550.22,94881.47,94131.11,94422.71397691208,94881.47,94354.76999999999,94314.27248514902,93817.243,94673.535,92386.65422859359,96960.41577140642
94123.43,94672.0,94036.0,94322.95265127473,94550.23,94542.188,94279.57385148555,93904.549,94599.3055,92343.98125817486,96854.62974182515
93961.45,94320.0,93569.02,94202.4517675165,94123.43,94541.67599999999,94221.73315121545,93902.633,94556.1365,92285.98499068384,96826.28800931615
94348.75,94400.0,93810.02,94251.21784501101,93961.45,94373.06399999998,94244.82712372174,94001.08200000001,94503.3735,92267.40045560738,96739.34654439263
94412.3,94416.0,94052.7,94304.911896674,94348.75,94279.23000000001,94275.27673759051,94166.457,94448.79500000001,92262.92129559787,96634.66870440215
94606.06,94653.45,94311.55,94405.29459778267,94412.3,94290.398,94335.41914893768,94322.584,94378.412,92317.63161710954,96439.19238289045
93918.99,94606.07,93830.47,94243.19306518846,94606.06,94249.51,94259.70475822175,94395.849,94254.742,92418.18625350036,96091.29774649964
94233.19,94313.61,93810.45,94239.85871012564,93918.99,94303.85800000001,94254.8838930905,94422.76699999999,94169.78050000001,92511.44000516289,95828.12099483713
94495.77,94635.7,94125.42,94325.1624734171,94233.2,94333.26200000002,94298.68136707404,94353.163,94079.319,92745.83256321592,95412.80543678408
94068.01,94530.42,93952.0,94239.44498227807,94495.77,94264.404,94256.74111851511,94271.817,94036.5025,92763.64527347888,95309.35972652113
93972.01,94194.07,93840.0,94150.29998818539,94068.01,94137.594,94204.97182423962,94213.996,94015.6195,92753.49962734811,95277.7393726519
94398.6,94425.7,93934.69,94233.06665879027,93972.01,94233.51599999999,94240.17694710514,94241.513,94073.03099999999,92853.7437292455,95292.31827075448
94304.32,94410.39,94075.1,94256.81777252685,94398.6,94247.742,94251.83932035875,94275.8,94089.21650000001,92866.50549717507,95311.92750282495
96085.02,96094.0,94289.24,94866.2185150179,94305.84,94565.59199999999,94585.14489847532,94449.427,94225.25450000001,92760.66198488089,95689.84701511913
97465.06,97498.64,95864.5,95732.49901001193,96085.02,95245.00200000001,95108.76582602525,94754.70300000001,94460.58,92545.18782433277,96375.97217566724
98300.0,98300.0,97235.55,96588.3326733413,97465.06,96110.6,95688.99022129338,95124.097,94723.3405,92261.75020780528,97184.93079219473
98496.23,98666.0,97964.0,97224.2984488942,98299.99,96930.126,96199.3974537855,95581.821,94988.835,92114.4524963148,97863.21750368521
98797.47,99030.72,98325.78,97748.68896592947,98496.23,97828.756,96671.77428036994,96038.249,95230.508,91936.7444288631,98524.27157113691
98618.66,99487.99,98418.16,98038.67931061966,98797.47,98335.48400000001,97025.75350212085,96450.538,95401.8505,91776.70196319911,99026.99903680089
97581.09,98743.52,97546.57,97886.14954041311,98618.66,98358.69,97126.7237744625,96801.84599999999,95536.8315,91794.13403153267,99279.52896846733
97298.01,98056.27,97250.0,97690.10302694209,97581.1,98158.292,97157.86672456023,97134.446,95674.221,91882.60127723005,99465.84072276996
98397.96,98462.28,97277.9,97926.05535129472,97298.02,98138.63799999999,97383.33822918564,97534.38200000001,95887.9475,91984.15645030803,99791.73854969196
98777.11,99068.9,98355.43,98209.74023419648,98397.95,98134.566,97636.7512784246,97981.661,96128.73049999999,92132.30143788434,100125.15956211564
98663.58,99019.1,98492.67,98361.020156131,98777.1,98143.55,97823.44740962013,98239.51699999999,96344.472,92287.23393396469,100401.7100660353
98418.42,98878.44,98393.6,98380.15343742067,98663.58,98311.016,97931.62424423464,98334.853,96544.77799999999,92493.6279296929,100595.92807030708
97983.18,98597.6,97901.08,98247.82895828046,98418.42,98448.05,97940.99801801014,98303.171,96713.634,92721.63526323538,100705.63273676463
98131.07,98353.99,97725.27,98208.90930552031,97983.17,98394.672,97975.5565601901,98266.655,96924.238,93112.66932378586,100735.80667621414
98029.48,98280.02,97930.53,98149.09953701355,98131.07,98245.146,97985.3608219737,98189.856,97114.05249999999,93493.4246226062,100734.68037739379
98236.01,98354.39,97875.91,98178.06969134236,98029.49,98159.63200000001,98030.93339979666,98151.591,97301.0645,93868.36078747908,100733.76821252091
98279.28,98360.65,98159.09,98211.8064608949,98236.01,98131.80399999999,98076.08732710636,98221.41,97511.628,94413.61727632208,100609.63872367791
97884.38,98581.9,97844.18,98102.66430726327,98279.28,98112.044,98041.23144945066,98280.047,97707.2465,95094.17606866342,100320.31693133657
98084.33,98366.79,97873.49,98096.55287150884,97884.39,98102.696,98049.06754955053,98248.684,97891.53300000001,95791.43419790262,99991.6318020974
98069.71,98271.76,97926.99,98087.60524767257,98084.33,98110.742,98052.82072235952,98177.94399999999,98079.8025,96831.29071293703,99328.31428706298
98189.54,98265.07,98007.69,98121.5834984484,98069.72,98101.448,98077.6787728396,98130.54000000001,98185.02849999999,97362.24146908522,99007.81553091476
98457.0,99349.31,98145.75,98233.3889989656,98189.55,98136.992,98146.64626868695,98134.398,98234.6255,97477.61413607396,98991.63686392603
97907.61,98866.77,97773.83,98124.7959993104,98456.99,98141.638,98103.18512892567,98126.841,98215.006,97444.90261792137,98985.10938207862
98176.03,98610.11,97632.02,98141.87399954027,97907.61,98159.978,98116.42965093919,98131.337,98198.996,97440.28003774294,98957.71196225706
98462.56,98609.89,98131.85,98248.76933302685,98176.02,98238.548,98179.36244167751,98174.64499999999,98182.2505,97465.52935521159,98898.9716447884
98710.0,98832.89,98257.32,98402.51288868458,98462.57,98342.64,98275.84199773613,98222.044,98186.8175,97457.33710376006,98916.29789623995
98519.98,98724.0,98202.43,98441.6685924564,98710.0,98355.236,98320.23072542046,98246.11399999999,98233.762,97548.93569764106,98918.58830235894
98425.51,98696.4,98134.4,98436.28239497093,98519.99,98458.816,98339.37241170765,98300.22699999998,98290.137,97761.93025550598,98818.34374449402
98570.82,98659.0,98185.21,98481.12826331396,98425.5,98537.774,98381.45379139716,98348.876,98298.78,97757.64583984869,98839.91416015131
98756.26,98978.18,98544.22,98572.83884220931,98570.82,98596.514,98449.60037477949,98417.531,98297.7375,97760.41646943455,98835.05853056545
99018.52,99299.99,98734.66,98721.39922813955,98756.26,98658.218,98553.04030663776,98500.429,98315.48449999999,97708.37252137753,98922.59647862245
99144.62,99400.0,98870.95,98862.4728187597,99018.52,98783.146,98660.60025088543,98569.191,98351.7945,97640.78629477859,99062.80270522142
98506.36,99555.0,98384.61,98743.76854583982,99144.62,98799.31599999999,98632.55656890625,98629.066,98377.95349999999,97685.80077103,99070.10622896998
98811.16,99100.0,98434.78,98766.23236389321,98506.37,98847.38399999999,98665.02992001419,98692.579,98411.95800000001,97704.2264957946,99119.68950420542
99429.6,99569.15,98811.16,98987.35490926215,98811.16,98982.052,98804.0426618298,98789.28300000001,98481.964,97664.9749891001,99298.95301089992
99028.66,99963.7,98955.77,99001.12327284145,99429.61,98984.08,98844.88217786074,98821.149,98521.59650000001,97678.3626367221,99364.83036327793
99057.01,99250.0,98590.0,99019.7521818943,99028.66,98966.558,98883.45087279513,98874.852,98560.48300000001,97692.91980211835,99428.04619788166
98750.34,99194.21,98468.26,98929.94812126287,99057.02,99015.354,98859.24889592329,98907.335,98603.78099999999,97793.7648710152,99413.79712898478
98995.17,99167.12,98576.77,98951.6887475086,98750.34,99052.156,98883.96182393722,98949.76999999999,98649.323,97860.12305249636,99438.52294750365
98300.0,98995.18,98255.0,98734.45916500574,98995.18,98826.236,98777.78694685773,98904.144,98660.8375,97901.07336751942,99420.60163248057
98375.01,98460.0,98076.58,98614.6427766705,98300.0,98695.506,98704.55477470177,98839.79299999999,98670.111,97930.30257942587,99409.91942057414
98121.2,98484.0,98023.1,98450.16185111368,98375.01,98508.344,98598.49027021053,98737.451,98653.32100000001,97878.72402138551,99427.91797861451
97719.99,98292.0,97711.17,98206.7712340758,98121.21,98302.274,98438.76294835407,98658.814,98643.94,97827.88220104162,99459.99779895839
95878.56,97772.13,95616.18,97430.7008227172,97719.99,97678.95199999999,97973.27150319878,98365.55399999999,98529.0665,97054.52946795455,100003.60353204545
95439.25,95978.52,95420.26,96766.88388181147,95878.56,97106.802,97512.540320799,97966.519,98377.901,96356.26772850503,100399.53427149497
95500.02,95777.4,95199.14,96344.59592120766,95439.4,96531.804,97146.62753519918,97613.655,98217.402,95830.15668703435,100604.64731296565
95695.81,96035.5,95469.53,96128.33394747178,95500.02,96046.726,96882.84252879932,97277.535,98076.1935,95442.88292266891,100709.50407733108
95680.71,95880.6,95462.57,95979.12596498118,95695.81,95638.87000000001,96664.27297810852,96970.572,97938.95349999999,95103.92209150981,100773.98490849017
95704.44,95772.9,95288.0,95887.56397665413,95680.71,95604.046,96489.7578911797,96641.499,97795.63450000001,94809.32703684026,100781.94196315977
95449.36,96280.25,95234.93,95741.4959844361,95704.45,95606.068,96300.59463823793,96356.43500000001,97630.2895,94504.97430565266,100755.60469434733
96042.88,96216.91,95270.0,95841.9573229574,95449.36,95714.64,96253.73743128558,96123.222,97481.5075,94351.14549358717,100611.86950641284
96519.47,96621.95,95816.86,96067.79488197161,96042.89,95879.372,96302.0524437791,95963.04900000001,97350.25,94294.24496346545,100406.25503653455
95824.27,96547.99,95680.0,95986.61992131441,96519.47,95908.084,96215.18290854653,95773.477,97216.14550000001,94138.43662861749,100293.85437138253
95743.44,95986.4,95458.66,95905.55994754295,95824.27,95915.88399999999,96129.41147062897,95759.965,97062.7595,94014.11419445729,100111.40480554271
96102.25,96198.58,95444.44,95971.12329836197,95743.44,96046.462,96124.4730214237,95826.265,96896.392,94034.12521000329,99758.65878999673
95589.6,96114.46,95400.0,95843.94886557465,96102.24,95955.80600000001,96027.22338116485,95835.223,96724.439,93991.23209564481,99457.64590435519
95812.63,95933.74,95302.0,95833.50924371644,95589.6,95814.43800000001,95988.20640277123,95846.905,96562.22,94034.53318488142,99089.90681511858
95821.92,95963.86,95625.0,95829.64616247764,95812.63,95813.96800000001,95957.97251135827,95861.026,96415.799,94090.64611137344,98740.95188862656
95791.6,95887.99,95372.32,95816.96410831844,95821.92,95823.6,95927.72296383858,95869.742,96255.62049999999,94260.71000802114,98250.53099197884
95794.56,95930.39,95401.03,95809.49607221229,95791.6,95762.062,95903.51151586793,95904.26200000002,96130.3485,94375.79651626443,97884.90048373556
95917.03,96250.0,95575.07,95845.3407148082,95794.55,95827.548,95905.96942207374,95891.677,96007.4495,94606.12934039981,97408.76965960019
96073.77,96443.68,95718.75,95921.48380987214,95917.02,95879.776,95936.47861806033,95847.10699999999,95905.07800000001,94915.18963273632,96894.9663672637
96417.84,96443.0,95982.51,96086.93587324809,96073.77,95998.95999999999,96023.9988693221,95906.464,95839.9705,95270.82252681023,96409.11847318977
96300.0,96595.98,96229.39,96157.95724883207,96417.84,96100.63999999998,96074.1808930817,95962.12000000001,95861.0425,95255.81576897249,96466.2692310275
96238.89,96333.77,96001.0,96184.93483255472,96300.01,96189.50600000001,96104.12800343048,95975.78400000001,95901.0245,95307.58479535494,96494.46420464506
96594.16,96594.44,96107.28,96321.34322170315,96238.89,96324.932,96193.22473007947,96076.24,95955.73150000001,95317.87557833019,96593.58742166983
95104.76,96604.24,94646.03,95915.81548113545,96594.17,96131.12999999999,95995.32205188321,96005.45300000001,95926.179,95190.37122442001,96661.98677558
95724.02,96395.0,95104.76,95851.88365409031,95104.76,95992.36600000001,95945.99440608626,95995.663,95928.3445,95195.32887068664,96661.36012931337
96774.13,97544.58,95674.0,96159.29910272689,95724.01,96087.19200000001,96096.56451407057,96093.916,95981.829,95166.16141575169,96797.4965842483
96605.46,97029.25,96195.2,96308.01940181793,96774.14,96160.50600000001,96189.09096605773,96175.006,96039.634,95219.00475931502,96860.26324068499
96952.38,96953.71,96377.77,96522.80626787862,96605.46,96232.15,96327.87079041087,96278.541,96085.109,95168.53197223575,97001.68602776424
96686.75,97035.8,96617.64,96577.45417858576,96952.38,96548.54800000001,96393.12155579071,96339.839,96093.473,95157.3621021826,97029.5838978174
96407.99,96686.74,96229.66,96520.96611905718,96686.74,96685.342,96395.82490928331,96338.854,96122.659,95185.49009448336,97059.82790551663
95691.99,96480.0,95161.17,96244.64074603813,96407.99,96468.914,96267.85492577725,96278.053,96120.0865,95178.26376771918,97061.90923228083
94573.75,95718.13,94011.11,95687.67716402543,95692.0,96062.572,95959.8358483632,96111.53900000002,96043.6615,94874.99914288585,97212.32385711416
94165.92,94996.16,94101.02,95180.42477601697,94573.75,95505.28,95633.66933047897,95868.715,95972.47750000001,94543.02683949666,97401.92816050336
94291.3,94354.82,93500.01,94884.04985067798,94165.92,95026.19,95389.60217948278,95787.369,95896.411,94281.29177864405,97511.53022135593
94566.06,94770.15,94212.3,94778.05323378532,94291.3,94657.804,95239.86723775863,95671.573,95833.61799999999,94112.15450827903,97555.08149172095
94750.0,94810.07,94252.0,94768.70215585688,94566.05,94469.406,95150.80046725707,95469.16,95781.538,93993.00496053892,97570.07103946108
94588.12,94778.43,94313.82,94708.50810390459,94750.11,94472.28,95048.49492775578,95267.426,95721.216,93854.84650792704,97587.58549207296
94526.07,94823.09,94379.35,94647.69540260307,94588.12,94544.31,94953.50857725472,95024.79500000001,95651.66799999999,93713.72910643791,97589.60689356207
94437.75,94674.5,94200.0,94577.71360173539,94526.07,94573.6,94859.73429048112,94799.895,95569.867,93569.8284357714,97569.9055642286
94299.03,94526.09,94100.6,94484.8190678236,94437.75,94520.19399999999,94757.78805584818,94588.999,95463.9265,93428.85332617309,97498.99967382691
94398.75,94544.35,94243.32,94456.12937854907,94299.03,94449.94399999999,94692.50840933033,94459.675,95368.864,93320.6515362537,97417.0764637463
94556.93,94615.24,94135.66,94489.72958569939,94398.75,94443.70599999999,94667.85778945207,94457.99299999999,95284.766,93248.88160577064,97320.65039422936
94338.0,94619.0,94276.01,94439.15305713293,94556.92,94406.09199999999,94607.88364591532,94475.201,95171.95800000001,93192.31101759947,97151.60498240056
94594.91,94720.0,94335.88,94491.07203808863,94338.0,94437.524,94605.52480120346,94505.562,95146.4655,93150.1145234282,97142.81647657181
94524.0,94643.87,94511.71,94502.04802539243,94594.91,94482.51800000001,94590.70211007555,94501.356,95086.4645,93091.06856244877,97081.86043755124
94625.64,94800.0,94523.99,94543.24535026163,94524.0,94527.896,94597.05445369818,94488.92000000001,94979.04000000001,93141.07960772386,96817.00039227615
94466.49,94724.88,94405.28,94517.66023350776,94625.64,94509.808,94573.31546211668,94476.75700000001,94872.0915,93190.32092486888,96553.86207513111
94381.99,94634.25,94307.0,94472.43682233851,94466.49,94518.606,94538.5290144591,94462.349,94743.572,93365.78374421089,96121.36025578911
94488.01,94539.43,94312.67,94477.627881559,94381.98,94497.226,94529.3437391029,94467.375,94633.635,93601.05258720298,95666.217412797
94589.27,94692.3,94488.01,94514.84192103935,94488.01,94510.28,94540.23942290236,94496.399,94542.699,93935.23298595152,95150.16501404847
94619.99,94716.06,94502.21,94549.89128069291,94589.28,94509.15,94554.73952782921,94518.523,94489.099,94206.08293292271,94772.11506707729
