close,high,low,ema_5,open,ma_5,ema_10,ma_10,ma_20,lower_band,upper_band
101551.28,101803.04,101478.05,101726.86030262626,101803.04,101761.432,101694.69991691865,101805.59300000001,101513.3265,100499.85121713423,102526.80178286576
101550.58,101602.31,101321.0,101668.10020175084,101551.29,101726.988,101668.4962956607,101830.544,101539.9495,100553.63681650667,102526.26218349334
101583.99,101697.5,101464.92,101640.06346783391,101550.59,101662.576,101653.13151463147,101774.415,101625.49100000001,101027.55318690198,102223.42881309804
101297.96,101647.06,101241.26,101526.02897855594,101584.0,101557.368,101588.55487560757,101700.95,101640.9885,101099.18705743153,102182.78994256849
101170.05,101411.63,100826.38,101407.3693190373,101297.96,101430.77200000001,101512.46308004255,101609.155,101612.59650000001,101033.91781052414,102191.27518947588
101434.3,101536.0,101163.64,101416.34621269154,101170.04,101407.376,101498.2516109439,101584.40400000001,101609.516,101027.57514844256,102191.45685155745
101625.12,101742.43,101342.71,101485.93747512769,101434.3,101422.284,101521.31859077227,101574.636,101617.655,101039.8424592279,102195.4675407721
101650.76,101650.77,101420.01,101540.8783167518,101625.12,101435.638,101544.85339245002,101549.107,101616.193,101038.89692136786,102193.48907863213
100988.0,101737.7,100860.0,101356.5855445012,101650.77,101373.646,101443.60732109546,101465.50700000001,101600.411,100972.131518378,102228.69048162199
100895.98,101175.75,100831.63,101203.0503630008,100988.01,101318.832,101344.03871725991,101374.802,101583.84599999999,100899.20240244005,102268.48959755994
101313.54,101411.77,100872.38,101239.88024200054,100895.99,101294.68000000001,101338.49349593993,101351.028,101578.31049999999,100886.48124213293,102270.13975786706
100760.0,101409.92,100609.41,101079.92016133369,101313.54,101121.656,101233.31286031447,101271.97,101551.25700000001,100776.4410799914,102326.07292000862
101074.68,101187.03,100760.0,101078.17344088914,100760.0,101006.43999999999,101204.47052207548,101221.03899999999,101497.727,100748.19146432063,102247.26253567937
