open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,average_price,price_change
3488.81,3499.0,3483.13,3492.2,4477.6004,15637830.040708,48824,2467.8226,8618480.265898,3491.065,3.3899999999998727
3492.19,3509.68,3482.6,3486.7,7320.9979,25582689.537162,91737,3856.8461,13482456.912826,3496.14,-5.4900000000002365
3486.7,3505.69,3480.0,3489.22,6489.8202,22658465.680591,75917,3394.3201,11851281.442622,3492.8450000000003,2.519999999999982
3489.21,3502.4,3481.0,3489.2,8367.7886,29230244.146041,81706,3617.7352,12637050.774293,3491.7,-0.010000000000218279
3489.2,3499.62,3483.73,3494.99,6638.2523,23172559.68707,68115,3773.3502,13172698.580654,3491.675,5.789999999999964
3494.99,3547.95,3492.0,3514.79,25374.1203,89493844.211453,187150,13904.4411,49048623.690102,3519.975,19.800000000000182
3514.69,3524.81,3465.43,3471.04,16308.9173,57008441.205265,149726,7501.2826,26231080.545143,3495.12,-43.65000000000009
3471.04,3492.67,3457.7,3478.45,16372.0029,56907006.289518,169176,7041.3319,24476246.337542,3475.185,7.4099999999998545
3478.45,3490.93,3473.99,3482.57,7790.4444,27131104.145799,81939,3874.3442,13495572.758805,3482.46,4.120000000000346
3482.57,3501.05,3478.53,3490.59,8613.9488,30078993.512457,94318,4737.6848,16543583.364844,3489.79,8.019999999999982
3490.6,3491.63,3458.7,3472.99,10487.4077,36422692.780725,89565,4473.3129,15538007.870474,3475.165,-17.610000000000127
3473.0,3478.8,3440.93,3454.48,13094.5833,45248279.251519,115146,6072.7637,20985085.840087,3459.865,-18.519999999999982
3454.49,3472.22,3446.6,3471.0,5580.9526,19310246.302603,69085,3068.6711,10619901.87881,3459.41,16.51000000000022
3471.0,3479.05,3465.77,3470.68,5907.5706,20521226.653153,48537,3386.002,11762305.146744,3472.41,-0.3200000000001637
3470.68,3488.55,3467.4,3481.21,5699.9969,19825449.660421,61790,3208.1561,11158560.650565,3477.9750000000004,10.5300000000002
3481.21,3488.39,3466.41,3473.73,4739.653,16481824.703337,56126,2397.034,8337191.497032,3477.3999999999996,-7.480000000000018
3473.73,3482.6,3449.64,3467.59,8415.6934,29138331.486215,102571,4088.1217,14158114.117743,3466.12,-6.139999999999873
3467.59,3485.7,3460.94,3475.6,6415.0092,22286797.119685,50991,3677.8212,12777335.719767,3473.3199999999997,8.009999999999764
3475.6,3500.0,3475.11,3497.0,9117.1575,31829628.680113,82969,4695.8049,16394403.925881,3487.5550000000003,21.40000000000009
3497.0,3514.94,3475.2,3482.31,12831.6245,44862539.536943,132982,6860.9245,23995789.828342,3495.0699999999997,-14.690000000000055
3482.31,3490.0,3464.46,3476.49,10302.6204,35792123.830875,93892,5339.9041,18550072.280752,3477.23,-5.820000000000164
3476.37,3481.0,3455.93,3460.61,9277.587,32169654.187099,96063,4299.8487,14911307.673906,3468.465,-15.759999999999764
3460.61,3466.0,3450.45,3455.71,7078.2762,24484179.198598,77229,3692.474,12774411.187015,3458.225,-4.900000000000091
3455.71,3455.71,3426.79,3441.39,10831.0619,37257363.850299,99645,4786.3997,16460771.030072,3441.25,-14.320000000000164
3441.39,3447.61,3428.57,3441.97,7655.8439,26325596.565179,54183,4129.6023,14199688.674234,3438.09,0.5799999999999272
3441.97,3450.8,3432.57,3440.01,6342.0776,21824374.393616,63770,3539.9592,12181918.411557,3441.6850000000004,-1.9599999999995816
3440.01,3446.65,3417.95,3422.0,12181.8419,41787012.379088,84174,6590.6299,22615536.996903,3432.3,-18.01000000000022
3422.0,3426.0,3346.87,3366.48,42539.7727,143770859.403436,281049,19858.3474,67096350.527114,3386.435,-55.51999999999998
3366.51,3381.0,3364.56,3372.42,15878.2027,53571677.018464,114326,8720.243,29425779.053038,3372.7799999999997,5.9099999999998545
3372.42,3378.63,3358.4,3369.42,11027.6872,37145521.128622,89986,6287.5629,21182443.674232,3368.5150000000003,-3.0
3369.42,3384.05,3367.1,3373.28,6259.4959,21125627.716546,52635,3165.8501,10685171.803093,3375.575,3.8600000000001273
3373.28,3373.28,3354.41,3358.02,7979.4084,26844444.468909,68652,3787.8211,12745778.00478,3363.8450000000003,-15.260000000000218
3358.01,3364.37,3336.8,3354.19,16675.6435,55866603.053666,110808,7844.8944,26292473.00447,3350.585,-3.8200000000001637
3354.19,3374.0,3328.21,3340.0,16316.4031,54662800.72115,163247,7525.2228,25224922.077293,3351.105,-14.190000000000055
3340.01,3360.23,3330.25,3344.13,11875.1749,39734990.696654,147511,5898.2864,19737566.632311,3345.24,4.119999999999891
3344.14,3363.25,3335.08,3356.97,12403.8183,41542255.710415,112582,7154.8378,23963383.483425,3349.165,12.829999999999927
3356.97,3365.01,3313.5,3327.7,19218.873,64106702.164021,144717,9451.7242,31531318.337508,3339.255,-29.269999999999982
3327.71,3339.7,3317.01,3337.38,10822.9078,36046533.603722,108994,6417.6676,21379489.274761,3328.355,9.670000000000073
3337.38,3341.82,3314.01,3339.75,8566.3078,28510643.68545,96619,4590.3787,15281412.840424,3327.915,2.369999999999891
3339.74,3341.82,3308.33,3329.81,10492.1746,34867889.251079,92516,5190.7634,17245647.032808,3325.075,-9.929999999999836
3329.82,3344.09,3304.63,3337.04,10686.145,35528743.601254,100681,5167.462,17183835.59277,3324.36,7.2199999999998
3337.05,3350.0,3333.36,3340.96,8460.6228,28275274.825939,46661,5491.2938,18354623.701521,3341.6800000000003,3.9099999999998545
3340.96,3342.26,3310.68,3335.05,24466.6008,81360746.041165,110392,18554.1508,61707744.207792,3326.4700000000003,-5.9099999999998545
3335.04,3349.3,3317.27,3347.42,9994.0377,33339204.610483,93115,5363.8766,17895304.226196,3333.285,12.38000000000011
3347.42,3374.72,3341.44,3364.2,12599.5113,42314841.389375,101079,7629.5675,25624670.566221,3358.08,16.779999999999745
3364.2,3388.57,3352.01,3364.99,15032.4902,50693259.072856,124981,7621.3565,25702307.993452,3370.29,0.7899999999999636
3365.0,3385.6,3359.67,3379.4,8004.5583,27013695.500295,87581,4374.67,14766769.821537,3372.635,14.400000000000091
3379.4,3392.45,3373.34,3379.17,7655.4451,25911822.091776,92546,3739.017,12657831.637139,3382.895,-0.2300000000000182
3379.17,3384.54,3362.62,3383.93,7418.6627,25033676.760538,90227,3656.791,12340577.613155,3373.58,4.7599999999997635
3383.94,3397.99,3372.2,3397.99,7492.2773,25360730.706004,71960,3979.6988,13476881.76407,3385.095,14.049999999999727
3397.99,3398.79,3317.25,3326.02,29023.0069,97146924.74798,208154,13753.2816,46062630.05036,3358.02,-71.9699999999998
3326.01,3372.36,3325.68,3359.0,15154.6147,50819803.378254,137651,8728.4077,29265571.618901,3349.02,32.98999999999978
3359.0,3444.16,3358.09,3423.09,46412.4444,158963726.358561,291099,24076.6875,82441505.958726,3401.125,64.09000000000015
