close,high,low,ema_5,open,ma_5,ema_10,ma_10,ma_20,lower_band,upper_band,rsi_14,taker_buy_quote_asset_volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume
105856.51,106244.4,105657.34,105997.61191799199,106058.65,105919.45800000001,105931.30294320492,106349.452,105468.57350000001,103347.2745634121,107589.87243658793,58.79810147494923,57994957.3689698,115215163.1100465,359524,547.08409
106376.0,106469.29,105744.62,106123.74127866133,105856.51,106032.986,106012.1569535313,106353.851,105535.97350000001,103388.12114590287,107683.82585409714,70.94310823976167,66882308.6244843,118053200.293659,262490,629.99758
106269.14,106590.55,106197.74,106172.20751910756,106376.01,106075.26000000001,106058.88114379834,106298.26999999999,105591.93149999999,103428.16541571412,107755.69758428587,70.88764831705883,40006564.0914911,85619122.7440328,153691,375.85749
106866.49,107000.0,106240.5,106403.63501273838,106269.15,106285.36000000002,106205.71911765318,106277.06400000001,105685.6165,103469.45867410532,107901.77432589469,72.41085185582037,54463937.9411498,93855609.6796872,177712,510.46381
106500.77,106866.5,106412.99,106436.0133418256,106866.5,106373.782,106259.36473262533,106219.281,105783.883,103608.54845508066,107959.21754491935,59.40893996401085,24897601.0135913,56836644.622723,135758,233.62971
106817.43,106823.28,106448.0,106563.15222788374,106500.77,106565.96599999999,106360.83114487526,106242.71200000001,105890.9185,103734.37841807771,108047.45858192228,54.99514295356227,26293948.6647033,61497517.7748641,119189,246.6058
106549.98,106845.0,106368.45,106558.76148525582,106817.44,106600.76199999999,106395.22184580703,106316.874,105984.16799999999,103886.70846035548,108081.6275396445,47.032759748163706,24808725.1296054,57896417.0825822,138695,232.75554
106805.75,107143.29,106478.0,106641.09099017055,106549.99,106708.084,106469.86332838755,106391.67199999999,106136.55600000001,104292.55948691521,107980.55251308481,47.05755457760248,67852919.2673901,137313726.3284132,172203,634.80082
107406.61,107550.02,106753.53,106896.26399344704,106805.75,106816.10800000001,106640.18090504436,106550.73399999998,106324.0855,104808.67921683665,107839.49178316335,53.13201219918328,80423774.3954866,142701688.6285963,197434,750.06184
107306.03,107474.1,107130.0,107032.85266229803,107406.61,106977.16,106761.24437685446,106675.47099999999,106493.986,105422.07812225392,107565.89387774609,57.46574932199245,36683311.3600347,74431646.3545358,196441,341.86322
